epoch;loss;val_loss
0;155.31787109375;141.37242126464844
1;148.86834716796875;139.65029907226562
2;140.75196838378906;140.7543182373047
3;132.11351013183594;112.98289489746094
4;107.20169067382812;91.42241668701172
5;83.66741180419922;72.18670654296875
6;61.95368194580078;45.71567153930664
7;49.02177429199219;39.70353698730469
8;41.79307556152344;34.96541213989258
9;36.9902229309082;32.345069885253906
10;33.077850341796875;33.131629943847656
11;30.538734436035156;27.023456573486328
12;28.551130294799805;26.006023406982422
13;26.27293586730957;25.715723037719727
14;25.088619232177734;21.571407318115234
15;23.573087692260742;22.148406982421875
16;22.559368133544922;21.71951675415039
17;21.57806396484375;21.29669761657715
18;21.094762802124023;20.041662216186523
19;20.278392791748047;19.402366638183594
20;19.60885238647461;23.674104690551758
21;18.93558692932129;19.281888961791992
22;18.583961486816406;18.56963539123535
23;18.12130355834961;19.21938133239746
24;17.719045639038086;17.856689453125
25;17.29725456237793;17.44915771484375
26;16.798995971679688;17.007118225097656
27;16.12853240966797;17.29829216003418
28;16.10395622253418;16.722576141357422
29;15.792478561401367;16.462650299072266
30;15.32150936126709;18.650434494018555
31;15.063278198242188;16.536937713623047
32;14.490126609802246;15.985990524291992
33;14.323453903198242;15.763750076293945
34;14.304826736450195;16.917123794555664
35;14.151054382324219;16.13568878173828
36;13.448431968688965;15.793285369873047
37;13.442413330078125;15.397370338439941
38;13.476624488830566;15.299412727355957
39;12.99815845489502;15.137857437133789
40;13.087299346923828;15.23808765411377
41;12.78952693939209;15.664450645446777
42;12.716419219970703;15.981690406799316
43;12.231691360473633;14.889004707336426
44;12.035022735595703;14.938130378723145
45;11.86132526397705;15.014918327331543
46;11.701324462890625;15.635862350463867
47;11.696001052856445;15.071005821228027
48;11.706560134887695;15.370269775390625
49;11.449131965637207;15.473098754882812
50;11.258549690246582;15.283729553222656
51;11.040912628173828;18.34436798095703
52;11.036615371704102;15.929694175720215
53;10.788636207580566;15.570948600769043
54;10.865952491760254;15.095714569091797
55;10.923744201660156;14.986701965332031
56;10.41844654083252;14.923126220703125
57;10.456371307373047;14.436833381652832
58;10.248875617980957;14.542912483215332
59;10.087495803833008;14.930608749389648
60;10.119257926940918;14.604743957519531
61;10.045957565307617;14.720694541931152
62;9.849237442016602;14.605768203735352
63;9.860444068908691;14.96690845489502
64;9.833053588867188;17.780927658081055
65;9.515264511108398;14.304320335388184
66;9.442179679870605;14.34703254699707
67;9.41166877746582;14.65897274017334
68;9.323433876037598;15.072476387023926
69;9.388246536254883;14.551010131835938
70;9.4944486618042;14.162467956542969
71;9.248244285583496;14.49502944946289
72;8.949575424194336;14.249810218811035
73;8.916019439697266;14.20987606048584
74;9.10109806060791;15.272477149963379
75;8.721779823303223;14.379400253295898
76;8.681455612182617;14.38892936706543
77;8.883855819702148;14.554336547851562
78;8.640453338623047;14.383752822875977
79;8.109868049621582;15.069649696350098
80;8.342353820800781;14.33777141571045
81;8.487826347351074;14.192895889282227
82;8.433293342590332;14.27234172821045
83;8.289776802062988;14.789042472839355
84;8.24505615234375;14.701637268066406
85;8.33218002319336;14.300178527832031
86;6.651895046234131;13.159151077270508
87;6.106099605560303;13.112792015075684
88;6.155032634735107;13.140667915344238
89;6.063253879547119;13.01429557800293
90;5.719747543334961;13.158730506896973
91;5.930290699005127;13.212615966796875
92;5.843163013458252;13.08337116241455
93;5.710441589355469;12.90503215789795
94;5.7333245277404785;13.055554389953613
95;5.581238269805908;13.071906089782715
96;5.751343727111816;12.780355453491211
97;5.561967372894287;13.009567260742188
98;5.535910606384277;13.05819320678711
99;5.667856693267822;13.174127578735352
100;5.3861918449401855;13.09620189666748
101;5.4171953201293945;13.106490135192871
102;5.2493205070495605;13.032546043395996
103;5.429914474487305;13.237447738647461
104;5.2421040534973145;13.010040283203125
105;5.156491279602051;13.226180076599121
106;5.251140117645264;13.20063304901123
107;5.184322357177734;13.009034156799316
108;5.2902679443359375;13.135053634643555
109;5.068521022796631;13.039267539978027
110;5.088491916656494;13.017346382141113
111;5.346879482269287;13.35008716583252
112;4.8745317459106445;13.132492065429688
113;4.854945659637451;13.034716606140137
114;4.930816650390625;13.042803764343262
115;5.125002384185791;13.045060157775879
116;4.790534973144531;13.031661033630371
